Ticker,Last Alert Date_x,Buy Price_x,Target_x,Call_x,Status_x,Buy Date,Buy Strat,Last Alert Date_y,ll,Buy Price_y,Target_y,Call_y,Status_y,CMP,CMP_Date,Quantity,Hit Type,Sell Price,Broker
SOUTHERNIN.BO,2024-10-31,21.33,,Long,Open,2024-10-31,EW_DC,2024-10-31,19.9,21.33,,Long,Open,23.43,2024-11-01,699.3006993006994,,,India
SOUTHWEST.NS,2024-10-31,106.46,,Long,Open,2024-10-31,EW_DC,2024-10-31,104.6,106.46,,Long,Open,110.82,2024-11-01,537.6344086021508,,,India
SPCAPIT.BO,2024-10-29,52.46,,Long,Open,2024-10-31,ATRLR_W,2024-10-29,48.0,52.46,,Long,Open,60.1,2024-11-01,224.21524663677127,,,India
SPELS.BO,2024-10-29,169.49,,Long,Open,2024-10-31,LR_DC,2024-10-29,164.05,169.49,,Long,Open,203.35,2024-11-01,183.8235294117648,,,India
STANROS.BO,2024-10-29,84.99,,Long,Open,2024-10-31,BB_DC,2024-10-29,78.0,84.99,,Long,Open,84.49,2024-11-01,143.0615164520745,,,India
STDBAT.BO,2024-10-30,72.15,,Long,Open,2024-10-31,BB_DC,2024-10-30,70.5,72.15,,Long,Open,79.53,2024-11-01,606.060606060604,,,India
STEELCAS.BO,2024-10-29,772.29,,Long,Open,2024-10-31,BB_DC,2024-10-29,724.8,772.29,,Long,Open,796.6,2024-11-01,21.057064645188458,,,India
STEP2COR.BO,2024-10-31,33.53,,Long,Open,2024-10-31,EW_W,2024-10-31,30.0,33.53,,Long,Open,34.94,2024-11-01,283.2861189801699,,,India
STERTOOLS.NS,2024-10-23,515.99,,Long,Open,2024-10-31,BB_DC,2024-10-23,485.95,515.99,,Long,Open,517.4,2024-11-01,33.28894806924099,,,India
SUJALA.BO,2024-10-25,33.09,,Long,Open,2024-10-31,ATRBB_W,2024-10-25,32.15,33.09,,Long,Open,35.58,2024-11-01,1063.829787234037,,,India
SUMEDHA.BO,2024-10-22,55.03,,Long,Open,2024-10-31,BB_UC,2024-10-22,52.56,55.03,,Long,Open,64.66,2024-11-01,404.8582995951419,,,India
SUMICHEM.NS,2024-10-28,504.2,,Long,Open,2024-10-31,LR_BW,2024-10-28,490.35,504.2,,Long,Open,573.3,2024-11-01,72.20216606498212,,,India
SUMMITSEC.NS,2024-10-28,2682.23,,Long,Open,2024-10-31,BB_DC,2024-10-28,2507.85,2682.23,,Long,Open,2682.35,2024-11-01,5.734602592040368,,,India
SUNGOLD.BO,2024-10-31,3.37,,Long,Open,2024-10-31,EW_BW,2024-10-31,3.01,3.37,,Long,Open,3.54,2024-11-01,2777.777777777775,,,India
SUPERTEX.BO,2024-10-31,10.8,,Long,Open,2024-10-31,EW_UC,2024-10-31,10.02,10.8,,Long,Open,10.92,2024-11-01,1282.0512820512802,,,India
SURANASOL.NS,2024-10-30,52.75,,Long,Open,2024-10-31,BB_W,2024-10-30,50.75,52.75,,Long,Open,55.73,2024-11-01,500.0,,,India
SURFI.BO,2024-10-31,15.66,,Long,Open,2024-10-31,EW_BW,2024-10-31,14.5,15.66,,Long,Open,17.48,2024-11-01,862.0689655172413,,,India
SUULD.NS,2024-10-31,4.27,,Long,Open,2024-10-31,EW_DC,2024-10-31,3.78,4.27,,Long,Open,4.4,2024-11-01,2040.8163265306127,,,India
SVARTCORP.BO,2024-10-31,4.52,,Long,Open,2024-10-31,EW_W,2024-10-31,3.9,4.52,,Long,Open,4.8,2024-11-01,1612.9032258064524,,,India
SVGLOBAL.BO,2024-10-31,112.94,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,107.6,112.94,,Long,Open,126.0,2024-11-01,187.26591760299613,,,India
SYSCHEM.BO,2024-10-31,39.13,,Long,Open,2024-10-31,EW_W,2024-10-31,37.16,39.13,,Long,Open,41.12,2024-11-01,507.614213197968,,,India
TARC.NS,2024-10-31,238.18,,Long,Open,2024-10-31,EW_BW,2024-10-31,215.0,238.18,,Long,Open,238.65,2024-11-01,43.14063848144952,,,India
TCI.NS,2024-10-24,1024.69,,Long,Open,2024-10-31,BB_W,2024-10-24,1020.9,1024.69,,Long,Open,1079.85,2024-11-01,263.85224274405795,,,India
TDPOWERSYS.NS,2024-10-30,388.69,,Long,Open,2024-10-31,ATRLR_BW,2024-10-30,367.05,388.69,,Long,Open,412.75,2024-11-01,46.21072088724587,,,India
TEJASNET.NS,2024-10-30,1248.46,,Long,Open,2024-10-31,ATR_BW,2024-10-30,1218.0,1248.46,,Long,Open,1341.85,2024-11-01,32.82994090610633,,,India
TEMBO.NS,2024-10-24,474.84,,Long,Open,2024-10-31,BB_BW,2024-10-24,470.05,474.84,,Long,Open,519.45,2024-11-01,208.76826722338365,,,India
TERASOFT.NS,2024-10-23,75.71,,Long,Open,2024-10-31,BB_W,2024-10-23,71.55,75.71,,Long,Open,80.79,2024-11-01,240.3846153846156,,,India
TEXINFRA.NS,2024-10-25,106.25,,Long,Open,2024-10-31,LR_DC,2024-10-25,103.0,106.25,,Long,Open,117.32,2024-11-01,307.6923076923077,,,India
TFCILTD.NS,2024-10-30,140.36,,Long,Open,2024-10-31,BB_DC,2024-10-30,130.7,140.36,,Long,Open,155.2,2024-11-01,103.51966873705976,,,India
THEJO.NS,2024-10-31,2278.19,,Long,Open,2024-10-31,EW_DC,2024-10-31,2113.25,2278.19,,Long,Open,2292.2,2024-11-01,6.06281071904935,,,India
TIMEX.BO,2024-10-24,121.95,,Long,Open,2024-10-31,ATR_DC,2024-10-24,117.9,121.95,,Long,Open,181.0,2024-11-01,246.91358024691377,,,India
TITAGARH.NS,2024-10-23,1125.16,,Long,Open,2024-10-31,BBLR_W,2024-10-23,1088.35,1125.16,,Long,Open,1221.65,2024-11-01,27.16653083401237,,,India
TNTELE.NS,2024-10-30,9.38,,Long,Open,2024-10-31,BB_DC,2024-10-30,9.0,9.38,,Long,Open,10.25,2024-11-01,2631.578947368416,,,India
TPROJECT.BO,2024-10-31,3.35,,Long,Open,2024-10-31,EW_DC,2024-10-31,3.05,3.35,,Long,Open,3.62,2024-11-01,3333.3333333333303,,,India
TRANSFRE.BO,2024-10-29,29.9,,Long,Open,2024-10-31,ATRBB_DC,2024-10-29,28.5,29.9,,Long,Open,33.85,2024-11-01,714.285714285715,,,India
TUTIALKA.BO,2024-10-29,84.99,,Long,Open,2024-10-31,LR_W,2024-10-29,83.1,84.99,,Long,Open,88.33,2024-11-01,529.1005291005289,,,India
UGARSUGAR.NS,2024-10-31,79.36,,Long,Open,2024-10-31,EW_DC,2024-10-31,69.56,79.36,,Long,Open,79.62,2024-11-01,102.04081632653065,,,India
UNICHEMLAB.NS,2024-10-28,786.34,,Long,Open,2024-10-31,BB_W,2024-10-28,617.6,786.34,,Long,Open,831.65,2024-11-01,5.926277112717791,,,India
UNIROYAL.BO,2024-10-23,24.0,,Long,Open,2024-10-31,LR_DC,2024-10-23,23.53,24.0,,Long,Open,24.94,2024-11-01,2127.6595744680903,,,India
UNITEDPOLY.NS,2024-10-30,106.5,,Long,Open,2024-10-31,BB_DC,2024-10-30,104.0,106.5,,Long,Open,114.84,2024-11-01,400.0,,,India
UNITEDTEA.NS,2024-10-24,432.4,,Long,Open,2024-10-31,BB_DC,2024-10-24,415.3,432.4,,Long,Open,486.0,2024-11-01,58.4795321637428,,,India
VADILALIND.NS,2024-10-30,3693.61,,Long,Open,2024-10-31,BB_DC,2024-10-30,3580.1,3693.61,,Long,Open,3856.0,2024-11-01,8.80979649370098,,,India
VAIBHAVGBL.NS,2024-10-31,287.6,,Long,Open,2024-10-31,EWBB_DC,2024-10-31,271.45,287.6,,Long,Open,295.75,2024-11-01,61.91950464396272,,,India
VAISHALI.NS,2024-10-31,18.02,,Long,Open,2024-10-31,EW_BW,2024-10-31,17.12,18.02,,Long,Open,18.6,2024-11-01,1111.111111111113,,,India
VAMA.BO,2024-10-31,7.55,,Long,Open,2024-10-31,EW_DT,2024-10-31,7.16,7.55,,Long,Open,8.17,2024-11-01,2564.1025641025662,,,India
VCU.BO,2024-10-31,6.1,,Long,Open,2024-10-31,EW_DC,2024-10-31,5.2,6.1,,Long,Open,6.41,2024-11-01,1111.1111111111118,,,India
VELJAN.BO,2024-10-30,1443.09,,Long,Open,2024-10-31,BB_DC,2024-10-30,1420.85,1443.09,,Long,Open,1489.35,2024-11-01,44.9640287769784,,,India
VERTEX.BO,2024-10-30,5.34,,Long,Open,2024-10-31,BB_DC,2024-10-30,5.21,5.34,,Long,Open,5.81,2024-11-01,7692.307692307699,,,India
VETO.NS,2024-10-28,128.0,,Long,Open,2024-10-31,BB_W,2024-10-28,125.26,128.0,,Long,Open,136.72,2024-11-01,364.9635036496357,,,India
VGCL.BO,2024-10-31,67.36,,Long,Open,2024-10-31,EW_DC,2024-10-31,60.0,67.36,,Long,Open,68.66,2024-11-01,135.8695652173913,,,India
VIKRAMTH.BO,2024-10-31,167.9,,Long,Open,2024-10-31,EW_DC,2024-10-31,161.1,167.9,,Long,Open,172.1,2024-11-01,147.0588235294115,,,India
VINEETLAB.BO,2024-10-30,55.32,,Long,Open,2024-10-31,LR_W,2024-10-30,51.0,55.32,,Long,Open,57.44,2024-11-01,231.48148148148147,,,India
VINNY.NS,2024-10-30,1.64,,Long,Open,2024-10-31,BB_DC,2024-10-30,1.61,1.64,,Long,Open,1.8,2024-11-01,33333.333333333554,,,India
VIPCLOTHNG.NS,2024-10-29,38.58,,Long,Open,2024-10-31,BB_DC,2024-10-29,38.22,38.58,,Long,Open,41.2,2024-11-01,2777.7777777777824,,,India
VIPULLTD.NS,2024-10-31,28.47,,Long,Open,2024-10-31,EW_W,2024-10-31,27.5,28.47,,Long,Open,29.57,2024-11-01,1030.9278350515476,,,India
VIRINCHI.BO,2024-10-31,29.55,,Long,Open,2024-10-31,EW_BW,2024-10-31,27.7,29.55,,Long,Open,30.73,2024-11-01,540.5405405405402,,,India
VISAKAIND.NS,2024-10-30,98.05,,Long,Open,2024-10-31,BB_DC,2024-10-30,94.5,98.05,,Long,Open,102.08,2024-11-01,281.69014084507063,,,India
VISIONCINE.BO,2024-10-31,1.05,,Long,Open,2024-10-31,EW_AT,2024-10-31,0.9,1.05,,Long,Open,1.06,2024-11-01,6666.666666666666,,,India
VMS.BO,2024-10-30,41.88,,Long,Open,2024-10-31,BB_DC,2024-10-30,38.0,41.88,,Long,Open,48.22,2024-11-01,257.73195876288645,,,India
VOITHPAPR.BO,2024-10-31,2088.04,,Long,Open,2024-10-31,EW_W,2024-10-31,1930.0,2088.04,,Long,Open,2168.1,2024-11-01,6.327512022272844,,,India
VOLTAMP.NS,2024-10-31,11034.7,,Long,Open,2024-10-31,EW_BW,2024-10-31,10073.7,11034.7,,Long,Open,11601.85,2024-11-01,1.0405827263267429,,,India
VSTIND.NS,2024-10-30,318.47,,Long,Open,2024-10-31,BB_DC,2024-10-30,301.05,318.47,,Long,Open,345.75,2024-11-01,57.405281285878246,,,India
WANBURY.NS,2024-10-31,233.82,,Long,Open,2024-10-31,EW_DC,2024-10-31,211.6,233.82,,Long,Open,239.25,2024-11-01,45.00450045004501,,,India
WEPSOLN.BO,2024-10-31,34.82,,Long,Open,2024-10-31,EW_DC,2024-10-31,32.85,34.82,,Long,Open,37.41,2024-11-01,507.6142131979698,,,India
WOCKPHARMA.NS,2024-10-25,1085.75,,Long,Open,2024-10-31,BB_UC,2024-10-25,1006.1,1085.75,,Long,Open,1208.35,2024-11-01,12.5549278091651,,,India
WPIL.BO,2024-10-29,408.09,,Long,Open,2024-10-31,ATR_BW,2024-10-29,395.25,408.09,,Long,Open,575.55,2024-11-01,77.88161993769485,,,India
YAARI.NS,2024-10-31,11.91,,Long,Open,2024-10-31,EW_DC,2024-10-31,11.52,11.91,,Long,Open,12.33,2024-11-01,2564.1025641025603,,,India
YASHCHEM.BO,2024-10-28,41.12,,Long,Open,2024-10-31,BB_BW,2024-10-28,39.2,41.12,,Long,Open,56.6,2024-11-01,520.8333333333348,,,India
YORKEXP.BO,2024-10-31,43.94,,Long,Open,2024-10-31,EW_W,2024-10-31,43.01,43.94,,Long,Open,47.65,2024-11-01,1075.2688172043015,,,India
ZEAL.BO,2024-10-28,10.72,,Long,Open,2024-10-31,BB_DC,2024-10-28,10.46,10.72,,Long,Open,13.1,2024-11-01,3846.15384615385,,,India
ZUARI.NS,2024-10-29,187.74,,Long,Open,2024-10-31,BB_DC,2024-10-29,181.45,187.74,,Long,Open,196.58,2024-11-01,158.98251192368787,,,India
ZYDUSWELL.NS,2024-10-28,1810.86,,Long,Open,2024-10-31,BB_DC,2024-10-28,1775.05,1810.86,,Long,Open,1948.25,2024-11-01,27.92516056967332,,,India
